"filename", "language", "C#", "comment", "blank", "total"
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Curencies\CurenciesContext.cs", "C#", 44, 0, 11, 55
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Passive Income\PassiveIncomeContext.cs", "C#", 8, 0, 1, 9
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Shop\ArrowLevelPrice.cs", "C#", 19, 0, 2, 21
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Shop\CrossbowLevelPrice.cs", "C#", 19, 0, 2, 21
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Shop\IItemPriceCalculator.cs", "C#", 8, 0, 1, 9
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Shop\InitialArrowsPrice.cs", "C#", 19, 0, 2, 21
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Shop\PriceCalculatorFactory.cs", "C#", 27, 0, 2, 29
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Shop\PricingContext.cs", "C#", 12, 0, 2, 14
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\Upgrade System\UpgradeContext.cs", "C#", 59, 0, 11, 70
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\User Context\IUpdatableUserContext.cs", "C#", 8, 0, 0, 8
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\User Context\UserContext.cs", "C#", 18, 0, 2, 20
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Meta\User Context\UserContextManager.cs", "C#", 34, 0, 5, 39
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\ArrowsRunthroughFactory.cs", "C#", 130, 0, 22, 152
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\General Use Interfaces\IDamageable.cs", "C#", 10, 0, 2, 12
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\General Use Interfaces\IGameObjectFillable.cs", "C#", 10, 0, 2, 12
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\General Use Interfaces\IMovable.cs", "C#", 12, 0, 1, 13
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\General Use Interfaces\IPausable.cs", "C#", 8, 0, 0, 8
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\General Use Interfaces\ITransformContainer.cs", "C#", 10, 0, 1, 11
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\IRunthroughFactory.cs", "C#", 8, 0, 1, 9
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Context Provider\IContextProvider.cs", "C#", 8, 0, 1, 9
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Context Provider\UserContextConverter.cs", "C#", 40, 0, 10, 50
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\ISequenceCalculator.cs", "C#", 11, 0, 2, 13
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\ISequenceManager.cs", "C#", 11, 0, 1, 12
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Operation\IMathContainer.cs", "C#", 8, 0, 2, 10
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Operation\OperationExecutor.cs", "C#", 25, 0, 1, 26
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Operation\OperationInstance.cs", "C#", 83, 21, 12, 116
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Operation\OperationPair.cs", "C#", 34, 1, 6, 41
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Operation\OperationPairsSequence.cs", "C#", 18, 0, 3, 21
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Operation\OperationsEnum.cs", "C#", 32, 0, 1, 33
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\Operation\SequenceContext.cs", "C#", 17, 0, 1, 18
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\RandomSequenceGenerator.cs", "C#", 108, 0, 10, 118
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\SequenceGenerator.cs", "C#", 73, 27, 11, 111
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Operation Sequence\SequenceManager.cs", "C#", 43, 55, 20, 118
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Playfield.cs", "C#", 36, 0, 4, 40
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Target\ITargetGroup.cs", "C#", 9, 0, 1, 10
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Target\ITargetProvider.cs", "C#", 13, 0, 1, 14
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Target\TargerGradesEnum.cs", "C#", 63, 0, 4, 67
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Target\Target.cs", "C#", 28, 0, 7, 35
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Target\TargetGroupGenerator.cs", "C#", 127, 0, 24, 151
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Target\Targets.cs", "C#", 83, 1, 16, 100
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\ISplineTrackProvider.cs", "C#", 11, 0, 1, 12
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\ITrackPopulator.cs", "C#", 14, 0, 1, 15
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\RandomizedSmoothTrackGenerator.cs", "C#", 81, 0, 17, 98
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\Track Follower\ITrackFollower.cs", "C#", 15, 0, 2, 17
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\Track Follower\SplineFollower.cs", "C#", 81, 0, 13, 94
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\Track Items\Ring.cs", "C#", 59, 3, 8, 70
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\TrackFiller.cs", "C#", 155, 0, 25, 180
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\GameCamera\ResolutionScaler.cs", "C#", 19, 0, 4, 23
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\GameCamera\SmoothFollow.cs", "C#", 34, 0, 5, 39
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\Projectiles\ArrowBundle.cs", "C#", 163, 7, 25, 195
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\Projectiles\FallingProjectileSpawner.cs", "C#", 96, 0, 16, 112
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\Projectiles\IProjectile.cs", "C#", 16, 0, 2, 18
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\Projectiles\IProjectileProvider.cs", "C#", 10, 0, 1, 11
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\Projectiles\ProjectileGenerator.cs", "C#", 29, 2, 6, 37
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\Scoring\IMultiplierEventNotifier.cs", "C#", 12, 0, 2, 14
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\Scoring\RewardCalculator.cs", "C#", 25, 0, 5, 30
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\States\FinishingScene.cs", "C#", 168, 0, 21, 189
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\States\FlightThroughTrack.cs", "C#", 69, 0, 14, 83
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\RunthroughContextManager.cs", "C#", 6, 0, 1, 7
"c:\Unity\ArrowsDemo\Assets\Code\General Use Interfaces\IFinishNotification.cs", "C#", 5, 0, 1, 6
"c:\Unity\ArrowsDemo\Assets\Code\General Use Interfaces\IUpdatedNotification.cs", "C#", 5, 0, 1, 6
"c:\Unity\ArrowsDemo\Assets\Code\Input\Controller Components\ButtonsMovementController.cs", "C#", 69, 0, 8, 77
"c:\Unity\ArrowsDemo\Assets\Code\Input\Controller Components\ISensitivitySetable.cs", "C#", 7, 0, 0, 7
"c:\Unity\ArrowsDemo\Assets\Code\Input\Controller Components\TouchTranslationMovementController.cs", "C#", 84, 1, 14, 99
"c:\Unity\ArrowsDemo\Assets\Code\Scene Installers\GameInstaller.cs", "C#", 61, 0, 9, 70
"c:\Unity\ArrowsDemo\Assets\Code\Settings\ISettingsService.cs", "C#", 11, 0, 2, 13
"c:\Unity\ArrowsDemo\Assets\Code\Settings\InspectorOptionSelector.cs", "C#", 10, 0, 2, 12
"c:\Unity\ArrowsDemo\Assets\Code\Settings\OptionExecution\ISettingsCommandService.cs", "C#", 7, 0, 0, 7
"c:\Unity\ArrowsDemo\Assets\Code\Settings\OptionExecution\ISettingsExecutorService.cs", "C#", 8, 0, 1, 9
"c:\Unity\ArrowsDemo\Assets\Code\Settings\OptionExecution\SettingsExecutorService.cs", "C#", 23, 0, 1, 24
"c:\Unity\ArrowsDemo\Assets\Code\Settings\OptionExecution\UpdateResolutionScalingService.cs", "C#", 21, 0, 2, 23
"c:\Unity\ArrowsDemo\Assets\Code\Settings\OptionExecution\UpdateTouchSensitivityService.cs", "C#", 25, 0, 2, 27
"c:\Unity\ArrowsDemo\Assets\Code\Settings\OptionsEnum.cs", "C#", 33, 0, 4, 37
"c:\Unity\ArrowsDemo\Assets\Code\Settings\SettingsContainer.cs", "C#", 119, 1, 10, 130
"c:\Unity\ArrowsDemo\Assets\Code\Settings\SettingsService.cs", "C#", 83, 0, 15, 98
"c:\Unity\ArrowsDemo\Assets\Code\UI\Coin Display\CoinDisplay.cs", "C#", 46, 0, 10, 56
"c:\Unity\ArrowsDemo\Assets\Code\UI\EnumSwitcher\EnumSwitcherHelper.cs", "C#", 32, 0, 6, 38
"c:\Unity\ArrowsDemo\Assets\Code\UI\EnumSwitcher\EnumSwitcherHelperInspector.cs", "C#", 44, 6, 9, 59
"c:\Unity\ArrowsDemo\Assets\Code\UI\EnumSwitcher\GraphicsSelectable.cs", "C#", 41, 0, 6, 47
"c:\Unity\ArrowsDemo\Assets\Code\UI\EnumSwitcher\IEnumSelectable.cs", "C#", 10, 0, 2, 12
"c:\Unity\ArrowsDemo\Assets\Code\UI\Finishing Scene\RewardDisplay.cs", "C#", 35, 4, 9, 48
"c:\Unity\ArrowsDemo\Assets\Code\UI\MainMenu.cs", "C#", 19, 0, 3, 22
"c:\Unity\ArrowsDemo\Assets\Code\UI\SettingsMenu.cs", "C#", 65, 0, 12, 77
"c:\Unity\ArrowsDemo\Assets\Code\UI\ToggleHelper.cs", "C#", 29, 0, 5, 34
"c:\Unity\ArrowsDemo\Assets\Code\UI\UI_StateManager.cs", "C#", 100, 26, 10, 136
"c:\Unity\ArrowsDemo\Assets\Code\UI\Upgrade Shop\ChangersManager.cs", "C#", 28, 0, 4, 32
"c:\Unity\ArrowsDemo\Assets\Code\UI\Upgrade Shop\ItemBuyer.cs", "C#", 66, 0, 11, 77
"c:\Unity\ArrowsDemo\Assets\Code\UI\Upgrade Shop\UpgradeShop.cs", "C#", 40, 0, 9, 49
"c:\Unity\ArrowsDemo\Assets\Code\UI\Upgrade Shop\ValueChanger.cs", "C#", 41, 0, 8, 49
"c:\Unity\ArrowsDemo\Assets\Code\Utils\GameObjectExtensions.cs", "C#", 20, 1, 1, 22
"Total", "-", 6785, 246, 1028, 8059
