"filename", "language", "C#", "comment", "blank", "total"
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Crossbow\ICrossbowProvider.cs", "C#", 8, 0, 1, 9
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Playfield.cs", "C#", 0, 0, 1, 1
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\ITrackPopulator.cs", "C#", 2, 0, 0, 2
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\Track Items\Ring.cs", "C#", 4, 0, 1, 5
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\TrackBackgroundScatterPlacer.cs", "C#", 149, 0, 28, 177
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Playfield Components\Track\TrackFiller.cs", "C#", 9, 0, 3, 12
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\Runthrough Components\Projectiles\ProjectileGenerator.cs", "C#", -5, 0, -1, -6
"c:\Unity\ArrowsDemo\Assets\Code\Game\Gameplay\Realtime\RunthroughContextManager.cs", "C#", 19, -2, 0, 17
"c:\Unity\ArrowsDemo\Assets\Code\Game\Microinteractions\Music\MusicService.cs", "C#", 66, 0, 7, 73
"c:\Unity\ArrowsDemo\Assets\Code\Game\Microinteractions\SFX\SFXInteractor.cs", "C#", 28, 0, 6, 34
"c:\Unity\ArrowsDemo\Assets\Code\Game\Microinteractions\SFX\SFXPacket.cs", "C#", 11, 0, 1, 12
"c:\Unity\ArrowsDemo\Assets\Code\Game\Microinteractions\SFX\SFXService.cs", "C#", 62, 0, 10, 72
"c:\Unity\ArrowsDemo\Assets\Code\Game\Microinteractions\SFX\SoundEffect.cs", "C#", 8, 0, 0, 8
"c:\Unity\ArrowsDemo\Assets\Code\Game\Microinteractions\Vibration\VibrationInteractor.cs", "C#", -4, 0, -1, -5
"c:\Unity\ArrowsDemo\Assets\Code\Game\Microinteractions\Vibration\VibrationService.cs", "C#", -15, 0, -7, -22
"c:\Unity\ArrowsDemo\Assets\Code\General Use Interfaces\ICallable.cs", "C#", 5, 0, 1, 6
"c:\Unity\ArrowsDemo\Assets\Code\Scene Installers\GameInstaller.cs", "C#", 28, 0, 3, 31
"c:\Unity\ArrowsDemo\Assets\Code\Settings\DebugOverlay.cs", "C#", 35, 0, 6, 41
"c:\Unity\ArrowsDemo\Assets\Code\Settings\GraphicSettings\GraphicsPresset.cs", "C#", -14, 0, -6, -20
"c:\Unity\ArrowsDemo\Assets\Code\Settings\GraphicSettings\ResolutionScaling.cs", "C#", -14, 0, -6, -20
"c:\Unity\ArrowsDemo\Assets\Code\Settings\SettingsRegistryManager.cs", "C#", -4, 0, -1, -5
"c:\Unity\ArrowsDemo\Assets\Code\UI\Settings\Buttons\ProgressReset.cs", "C#", 31, 1, 5, 37
"c:\Unity\ArrowsDemo\Assets\Code\UI\Settings\Buttons\SettingsButton.cs", "C#", 25, 0, 4, 29
"c:\Unity\ArrowsDemo\Assets\Code\UI\Settings\SettingsPanel.cs", "C#", 12, 6, 1, 19
"c:\Unity\ArrowsDemo\Assets\Code\UI\Skin Shop\CrossbowSkinShopManager.cs", "C#", -53, 0, -12, -65
"c:\Unity\ArrowsDemo\Assets\Code\UI\Skin Shop\ProjectileSkinShopManager.cs", "C#", -53, -1, -12, -66
"c:\Unity\ArrowsDemo\Assets\Code\UI\Skin Shop\SkinBuyer.cs", "C#", -2, 0, 0, -2
"c:\Unity\ArrowsDemo\Assets\Code\UI\Skin Shop\SkinSelector.cs", "C#", -2, 0, -1, -3
"c:\Unity\ArrowsDemo\Assets\Code\UI\Skin Shop\SkinShopManager.cs", "C#", 83, 0, 16, 99
"c:\Unity\ArrowsDemo\Assets\Code\Utils\Extension Methods\BigIntegerExtensions.cs", "C#", 63, 0, 10, 73
"c:\Unity\ArrowsDemo\Assets\Code\Utils\Extension Methods\GameObjectExtensions.cs", "C#", 32, 0, 2, 34
"c:\Unity\ArrowsDemo\Assets\Code\Utils\PathUtils.cs", "C#", 2, 0, 2, 4
"c:\Unity\ArrowsDemo\Assets\Code\Utils\UtilTests\BigIntParseTests.cs", "C#", 35, 1, 9, 45
"Total", "-", 809, -12, 123, 920
