"filename", "language", "C#", "comment", "blank", "total"
"c:\Unity\ArrowsDemo\Assets\Code\UI\EnumSwitcher\GraphicsSelectable.cs", "C#", -41, 0, -6, -47
"c:\Unity\ArrowsDemo\Assets\Code\UI\EnumSwitcher\IEnumSelectable.cs", "C#", -10, 0, -2, -12
"c:\Unity\ArrowsDemo\Assets\Code\UI\SettingsMenu.cs", "C#", -65, 0, -12, -77
"c:\Unity\ArrowsDemo\Assets\Code\UI\Settings\SettingSliderChanger.cs", "C#", 59, 0, 10, 69
"c:\Unity\ArrowsDemo\Assets\Code\UI\Settings\SettingToggleChanger.cs", "C#", 49, 0, 10, 59
"c:\Unity\ArrowsDemo\Assets\Code\UI\Settings\SettingsDropDownChanger.cs", "C#", 58, 0, 10, 68
"c:\Unity\ArrowsDemo\Assets\Code\UI\Settings\SettingsPanel.cs", "C#", 60, 0, 7, 67
"c:\Unity\ArrowsDemo\Assets\Code\UI\ToggleHelper.cs", "C#", -29, 0, -5, -34
"c:\Unity\ArrowsDemo\Assets\Code\UI\Upgrade Shop\ItemBuyer.cs", "C#", 1, 0, 0, 1
"c:\Unity\ArrowsDemo\Assets\Code\UI\Upgrade Shop\ShopManager.cs", "C#", 44, 7, 9, 60
"c:\Unity\ArrowsDemo\Assets\Code\UI\Utils\TouchSelectionDiscarder.cs", "C#", 39, 0, 9, 48
"Total", "-", 1178, -53, 219, 1344
